dist,space,own,resp,Midbreak,LoopTask.thisRepN,LoopTask.thisTrialN,LoopTask.thisN,LoopTask.thisIndex,Bloc_1.thisRepN,Bloc_1.thisTrialN,Bloc_1.thisN,Bloc_1.thisIndex,KeyA,KeyB,Owner,Other,key_instruct.started,text_norm_2.started,image.started,picload.started,jitter,Mask_2.started,Mask_2.stopped,pos,space,col,name,trialtype,Stim.started,key_resp.keys,text_2.started,key_resp.started,TextEnd.started,key_instruct_3.started,participant,Owner,KeyA,threshold,date,expName,psychopyVersion,frameRate,
3,EPS,S,n,n,1,0,1,0,0,32,32,32,a,,yellow,,,,,,2,731.9660196000477,734.0134483000729,85,EPS,y,stim_85_y_u.jpg,test,734.0134483000729,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,O,n,n,1,0,1,0,0,33,33,33,a,,yellow,,,,,,2,736.4945620000362,738.5403168000048,85,BOUND,b,stim_85_b_u.jpg,test,738.5403168000048,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,S,y,n,1,0,1,0,0,34,34,34,a,,yellow,,,,,,2,741.0151218000101,743.052789599984,85,EPS,y,stim_85_y_u.jpg,filler,743.052789599984,None,745.5327359000221,745.5327359000221,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,S,n,n,1,0,1,0,0,35,35,35,a,,yellow,,,,,,10,746.7347642000532,756.814735300024,85,BOUND,y,stim_85_y_u.jpg,test,756.814735300024,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,O,n,n,1,0,1,0,0,36,36,36,a,,yellow,,,,,,4,759.2566967000021,763.3619435,30,PPS,b,stim_30_b_u.jpg,test,763.3619435,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,S,n,n,1,0,1,0,0,37,37,37,a,,yellow,,,,,,2,765.7838592000771,767.8316724000033,30,PPS,y,stim_30_y_u.jpg,test,767.8316724000033,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,O,n,n,1,0,1,0,0,38,38,38,a,,yellow,,,,,,2,770.3133397999918,772.3810404000105,30,PPS,b,stim_30_b_u.jpg,test,772.3810404000105,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,n,n,1,0,1,0,0,39,39,39,a,,yellow,,,,,,4,774.8433280000463,778.9062433000654,35,PPS,y,stim_35_y_u.jpg,test,778.9062433000654,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,O,n,n,1,0,1,0,0,40,40,40,a,,yellow,,,,,,2,781.3687524000416,783.4403986000689,35,PPS,b,stim_35_b_u.jpg,test,783.4403986000689,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,O,n,n,1,0,1,0,0,41,41,41,a,,yellow,,,,,,4,785.8812980999937,790.0391241000034,80,EPS,b,stim_80_b_u.jpg,test,790.0391241000034,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,n,n,1,0,1,0,0,42,42,42,a,,yellow,,,,,,4,792.4094124999829,796.4856820000568,35,PPS,y,stim_35_y_u.jpg,test,796.4856820000568,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,n,n,1,0,1,0,0,43,43,43,a,,yellow,,,,,,2,798.9366434999974,801.0203355000122,35,PPS,y,stim_35_y_u.jpg,test,801.0203355000122,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,S,n,n,1,0,1,0,0,44,44,44,a,,yellow,,,,,,2,803.4652394000441,805.511357099982,85,EPS,y,stim_85_y_u.jpg,test,805.511357099982,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,S,n,n,1,0,1,0,0,45,45,45,a,,yellow,,,,,,6,807.994297600002,814.0776097000344,85,EPS,y,stim_85_y_u.jpg,test,814.0776097000344,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,O,n,n,1,0,1,0,0,46,46,46,a,,yellow,,,,,,2,816.5196529000532,818.5523359000217,80,EPS,b,stim_80_b_u.jpg,test,818.5523359000217,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,n,n,1,0,1,0,0,47,47,47,a,,yellow,,,,,,2,821.0329916999908,823.1200989000499,85,EPS,b,stim_85_b_u.jpg,test,823.1200989000499,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,O,n,n,1,0,1,0,0,48,48,48,a,,yellow,,,,,,4,825.5611730000237,829.6153421000345,35,PPS,b,stim_35_b_u.jpg,test,829.6153421000345,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,BOUND,O,y,n,1,0,1,0,0,49,49,49,a,,yellow,,,,,,2,832.0884266999783,834.1376156000188,35,BOUND,b,stim_35_b_u.jpg,filler,834.1376156000188,None,836.6145283000078,836.6145283000078,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,n,n,1,0,1,0,0,50,50,50,a,,yellow,,,,,,2,837.816617500037,839.8763830000535,35,PPS,y,stim_35_y_u.jpg,test,839.8763830000535,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,O,n,n,1,0,1,0,0,51,51,51,a,,yellow,,,,,,6,842.3456799000269,848.3946630000137,35,PPS,b,stim_35_b_u.jpg,test,848.3946630000137,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,S,n,n,1,0,1,0,0,52,52,52,a,,yellow,,,,,,2,850.870633100043,852.9234428000636,35,BOUND,y,stim_35_y_u.jpg,test,852.9234428000636,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,n,n,1,0,1,0,0,53,53,53,a,,yellow,,,,,,6,855.3998027000343,861.4874324999982,85,EPS,b,stim_85_b_u.jpg,test,861.4874324999982,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,n,n,1,0,1,0,0,54,54,54,a,,yellow,,,,,,4,863.9255821000552,867.9710402999772,85,EPS,b,stim_85_b_u.jpg,test,867.9710402999772,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,y,n,1,0,1,0,0,55,55,55,a,,yellow,,,,,,4,870.4528472999809,874.5473166999873,85,EPS,b,stim_85_b_u.jpg,filler,874.5473166999873,None,876.976641700021,876.976641700021,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,O,n,n,1,0,1,0,0,56,56,56,a,,yellow,,,,,,4,878.1786960000172,882.2827607999789,35,PPS,b,stim_35_b_u.jpg,test,882.2827607999789,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,n,n,1,0,1,0,0,57,57,57,a,,yellow,,,,,,4,884.7066542999819,888.758399900049,85,EPS,b,stim_85_b_u.jpg,test,888.758399900049,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,S,n,n,1,0,1,0,0,58,58,58,a,,yellow,,,,,,2,891.2333296000725,893.290513999993,85,EPS,y,stim_85_y_u.jpg,test,893.290513999993,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,O,n,y,1,0,1,0,0,59,59,59,a,,yellow,,,,,,2,895.7621160000563,897.8168395999819,85,BOUND,b,stim_85_b_u.jpg,test,897.8168395999819,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,O,n,n,2,0,2,0,0,0,0,0,a,,yellow,,900.2889420000138,900.2889420000138,900.2889420000138,8.380005601793528e-05,2,930.2967751000542,932.3742997000227,25,PPS,b,stim_25_b_u.jpg,test,932.3742997000227,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,O,n,n,2,0,2,0,0,1,1,1,a,,yellow,,,,,,2,934.8259361999808,936.9817598999944,75,EPS,b,stim_75_b_u.jpg,test,936.9817598999944,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,S,n,n,2,0,2,0,0,2,2,2,a,,yellow,,,,,,2,939.3549639000557,941.3876561999787,75,EPS,y,stim_75_y_u.jpg,test,941.3876561999787,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,O,n,n,2,0,2,0,0,3,3,3,a,,yellow,,,,,,6,943.8673153000418,949.9633059999906,75,EPS,b,stim_75_b_u.jpg,test,949.9633059999906,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,S,n,n,2,0,2,0,0,4,4,4,a,,yellow,,,,,,6,952.3935717000859,958.4520456000464,25,PPS,y,stim_25_y_u.jpg,test,958.4520456000464,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,S,n,n,2,0,2,0,0,5,5,5,a,,yellow,,,,,,2,960.919017600012,962.9738670000806,75,EPS,y,stim_75_y_u.jpg,test,962.9738670000806,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,S,n,n,2,0,2,0,0,6,6,6,a,,yellow,,,,,,4,965.4476281000534,969.5609180000611,75,EPS,y,stim_75_y_u.jpg,test,969.5609180000611,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,S,y,n,2,0,2,0,0,7,7,7,a,,yellow,,,,,,2,971.9747862999793,974.0227430000668,30,PPS,y,stim_30_y_u.jpg,filler,974.0227430000668,None,976.5000244000694,976.5000244000694,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,S,n,n,2,0,2,0,0,8,8,8,a,,yellow,,,,,,2,977.7024246000219,979.7609113000799,30,BOUND,y,stim_30_y_u.jpg,test,979.7609113000799,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,y,n,2,0,2,0,0,9,9,9,a,,yellow,,,,,,12,982.2313849000493,994.3623144000303,85,EPS,b,stim_85_b_u.jpg,filler,994.3623144000303,None,996.7490984000033,996.7490984000033,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,S,n,n,2,0,2,0,0,10,10,10,a,,yellow,,,,,,4,997.9504919999745,1002.0014106000308,75,EPS,y,stim_75_y_u.jpg,test,1002.0014106000308,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,O,n,n,2,0,2,0,0,11,11,11,a,,yellow,,,,,,2,1004.4777138000354,1006.5307905999944,75,BOUND,b,stim_75_b_u.jpg,test,1006.5307905999944,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,O,n,n,2,0,2,0,0,12,12,12,a,,yellow,,,,,,2,1009.0067508000648,1011.0431602000026,25,PPS,b,stim_25_b_u.jpg,test,1011.0431602000026,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,O,n,n,2,0,2,0,0,13,13,13,a,,yellow,,,,,,4,1013.5188069000142,1017.5949651000556,75,EPS,b,stim_75_b_u.jpg,test,1017.5949651000556,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,S,n,n,2,0,2,0,0,14,14,14,a,,yellow,,,,,,2,1020.0466661000391,1022.0961952999933,80,EPS,y,stim_80_y_u.jpg,test,1022.0961952999933,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,S,n,n,2,0,2,0,0,15,15,15,a,,yellow,,,,,,6,1024.5608578000683,1030.6346870000707,80,EPS,y,stim_80_y_u.jpg,test,1030.6346870000707,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,O,n,n,2,0,2,0,0,16,16,16,a,,yellow,,,,,,2,1033.0842587000225,1035.130601700046,75,EPS,b,stim_75_b_u.jpg,test,1035.130601700046,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,O,n,n,2,0,2,0,0,17,17,17,a,,yellow,,,,,,4,1037.6150391000556,1041.711069800076,25,PPS,b,stim_25_b_u.jpg,test,1041.711069800076,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,O,n,n,2,0,2,0,0,18,18,18,a,,yellow,,,,,,2,1044.140848500072,1046.1866927000228,25,PPS,b,stim_25_b_u.jpg,test,1046.1866927000228,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,O,n,n,2,0,2,0,0,19,19,19,a,,yellow,,,,,,10,1048.6694872999797,1058.7562709000194,30,PPS,b,stim_30_b_u.jpg,test,1058.7562709000194,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,S,n,n,2,0,2,0,0,20,20,20,a,,yellow,,,,,,4,1061.1909963000799,1065.329891200061,80,EPS,y,stim_80_y_u.jpg,test,1065.329891200061,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,O,n,n,2,0,2,0,0,21,21,21,a,,yellow,,,,,,2,1067.71911429998,1069.7675369000062,80,EPS,b,stim_80_b_u.jpg,test,1069.7675369000062,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,S,y,n,2,0,2,0,0,22,22,22,a,,yellow,,,,,,8,1072.2473889000248,1080.295616800082,80,EPS,y,stim_80_y_u.jpg,filler,1080.295616800082,None,1082.767883600085,1082.767883600085,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,BOUND,S,n,n,2,0,2,0,0,23,23,23,a,,yellow,,,,,,4,1083.9704478000058,1088.100039800047,80,BOUND,y,stim_80_y_u.jpg,test,1088.100039800047,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,O,n,n,2,0,2,0,0,24,24,24,a,,yellow,,,,,,10,1090.4974132999778,1100.596183000016,30,PPS,b,stim_30_b_u.jpg,test,1100.596183000016,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,O,n,n,2,0,2,0,0,25,25,25,a,,yellow,,,,,,2,1103.0204014000483,1105.067115999991,30,PPS,b,stim_30_b_u.jpg,test,1105.067115999991,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,S,n,n,2,0,2,0,0,26,26,26,a,,yellow,,,,,,4,1107.5483787000412,1111.637374300044,25,PPS,y,stim_25_y_u.jpg,test,1111.637374300044,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,S,n,n,2,0,2,0,0,27,27,27,a,,yellow,,,,,,4,1114.075445900089,1118.1292098000413,80,EPS,y,stim_80_y_u.jpg,test,1118.1292098000413,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,S,n,n,2,0,2,0,0,28,28,28,a,,yellow,,,,,,4,1120.602364600054,1124.7090726000024,25,PPS,y,stim_25_y_u.jpg,test,1124.7090726000024,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,S,y,n,2,0,2,0,0,29,29,29,a,,yellow,,,,,,2,1127.1294662000146,1129.20092079998,25,BOUND,y,stim_25_y_u.jpg,filler,1129.20092079998,None,1131.656079599983,1131.656079599983,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,S,n,n,2,0,2,0,0,30,30,30,a,,yellow,,,,,,4,1132.857577100047,1136.92063399998,25,PPS,y,stim_25_y_u.jpg,test,1136.92063399998,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,S,n,n,2,0,2,0,0,31,31,31,a,,yellow,,,,,,2,1139.3850091000786,1141.4354821000015,30,PPS,y,stim_30_y_u.jpg,test,1141.4354821000015,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,O,n,n,2,0,2,0,0,32,32,32,a,,yellow,,,,,,2,1143.9144269999815,1145.9613883000566,30,BOUND,b,stim_30_b_u.jpg,test,1145.9613883000566,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,S,n,n,2,0,2,0,0,33,33,33,a,,yellow,,,,,,2,1148.4429231000831,1150.5221516999882,30,PPS,y,stim_30_y_u.jpg,test,1150.5221516999882,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,S,n,n,2,0,2,0,0,34,34,34,a,,yellow,,,,,,2,1152.9560316000134,1155.0111677000532,30,PPS,y,stim_30_y_u.jpg,test,1155.0111677000532,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,O,n,n,2,0,2,0,0,35,35,35,a,,yellow,,,,,,10,1157.4850768999895,1167.533044800046,80,EPS,b,stim_80_b_u.jpg,test,1167.533044800046,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,O,y,n,2,0,2,0,0,36,36,36,a,,yellow,,,,,,4,1170.0065051000565,1174.0662960000336,25,PPS,b,stim_25_b_u.jpg,filler,1174.0662960000336,None,1176.5303840000415,1176.5303840000415,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,O,n,n,2,0,2,0,0,37,37,37,a,,yellow,,,,,,2,1177.7323711999925,1179.777664400055,80,EPS,b,stim_80_b_u.jpg,test,1179.777664400055,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,S,n,n,2,0,2,0,0,38,38,38,a,,yellow,,,,,,2,1182.261576400022,1184.3483777000802,85,EPS,y,stim_85_y_u.jpg,test,1184.3483777000802,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,EPS,O,n,n,2,0,2,0,0,39,39,39,a,,yellow,,,,,,4,1186.7904766000574,1190.848529500072,80,EPS,b,stim_80_b_u.jpg,test,1190.848529500072,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,BOUND,S,n,n,2,0,2,0,0,40,40,40,a,,yellow,,,,,,2,1193.3178268000484,1195.3630819000537,80,BOUND,y,stim_80_y_u.jpg,test,1195.3630819000537,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,O,n,n,2,0,2,0,0,41,41,41,a,,yellow,,,,,,4,1197.847304200055,1201.8933124999749,30,PPS,b,stim_30_b_u.jpg,test,1201.8933124999749,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,O,n,n,2,0,2,0,0,42,42,42,a,,yellow,,,,,,4,1204.3743997000856,1208.4178715000162,35,PPS,b,stim_35_b_u.jpg,test,1208.4178715000162,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,PPS,S,n,n,2,0,2,0,0,43,43,43,a,,yellow,,,,,,2,1210.9015061000828,1212.9468223000877,30,PPS,y,stim_30_y_u.jpg,test,1212.9468223000877,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,n,n,2,0,2,0,0,44,44,44,a,,yellow,,,,,,2,1215.4305237000808,1217.474370000069,85,EPS,b,stim_85_b_u.jpg,test,1217.474370000069,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,n,n,2,0,2,0,0,45,45,45,a,,yellow,,,,,,6,1219.9599046000512,1226.006936800084,85,EPS,b,stim_85_b_u.jpg,test,1226.006936800084,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,S,n,n,2,0,2,0,0,46,46,46,a,,yellow,,,,,,2,1228.4853639000794,1230.5334322000854,85,EPS,y,stim_85_y_u.jpg,test,1230.5334322000854,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,n,n,2,0,2,0,0,47,47,47,a,,yellow,,,,,,2,1232.9981958999997,1235.0905168000609,85,EPS,b,stim_85_b_u.jpg,test,1235.0905168000609,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,n,n,2,0,2,0,0,48,48,48,a,,yellow,,,,,,4,1237.52671320003,1241.5740310000256,35,PPS,y,stim_35_y_u.jpg,test,1241.5740310000256,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,n,n,2,0,2,0,0,49,49,49,a,,yellow,,,,,,2,1244.054130500066,1246.1575050000101,35,PPS,y,stim_35_y_u.jpg,test,1246.1575050000101,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
2,BOUND,O,y,n,2,0,2,0,0,50,50,50,a,,yellow,,,,,,2,1248.5835164000746,1250.6314518,35,BOUND,b,stim_35_b_u.jpg,filler,1250.6314518,None,1253.1090656000888,1253.1090656000888,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,O,n,n,2,0,2,0,0,51,51,51,a,,yellow,,,,,,6,1254.310939899995,1260.3545252999756,35,PPS,b,stim_35_b_u.jpg,test,1260.3545252999756,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,S,n,n,2,0,2,0,0,52,52,52,a,,yellow,,,,,,2,1262.837201400078,1264.884983099997,85,EPS,y,stim_85_y_u.jpg,test,1264.884983099997,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,BOUND,O,n,n,2,0,2,0,0,53,53,53,a,,yellow,,,,,,6,1267.3655705000274,1273.4115526999813,85,BOUND,b,stim_85_b_u.jpg,test,1273.4115526999813,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,S,n,n,2,0,2,0,0,54,54,54,a,,yellow,,,,,,4,1275.8906375999795,1279.9380147000775,85,EPS,y,stim_85_y_u.jpg,test,1279.9380147000775,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,EPS,O,n,n,2,0,2,0,0,55,55,55,a,,yellow,,,,,,4,1282.4181115999818,1286.4678404000588,85,EPS,b,stim_85_b_u.jpg,test,1286.4678404000588,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,O,n,n,2,0,2,0,0,56,56,56,a,,yellow,,,,,,4,1288.945217999979,1293.0138175999746,35,PPS,b,stim_35_b_u.jpg,test,1293.0138175999746,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,n,n,2,0,2,0,0,57,57,57,a,,yellow,,,,,,4,1295.4726579000708,1299.5171810000902,35,PPS,y,stim_35_y_u.jpg,test,1299.5171810000902,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,S,n,n,2,0,2,0,0,58,58,58,a,,yellow,,,,,,2,1301.999600799987,1304.0886193000479,35,PPS,y,stim_35_y_u.jpg,test,1304.0886193000479,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
3,PPS,O,n,n,2,0,2,0,0,59,59,59,a,,yellow,,,,,,2,1306.5286326999776,1308.623751200037,35,PPS,b,stim_35_b_u.jpg,test,1308.623751200037,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,O,n,n,3,0,3,0,0,0,0,0,a,,yellow,,,,,,2,1311.057884400012,1313.106910499977,75,EPS,b,stim_75_b_u.jpg,test,1313.106910499977,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,S,n,n,3,0,3,0,0,1,1,1,a,,yellow,,,,,,2,1315.5871744999895,1317.6925418999745,75,EPS,y,stim_75_y_u.jpg,test,1317.6925418999745,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,S,n,n,3,0,3,0,0,2,2,2,a,,yellow,,,,,,2,1320.1162330000661,1322.1637532000896,25,PPS,y,stim_25_y_u.jpg,test,1322.1637532000896,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,EPS,O,n,n,3,0,3,0,0,3,3,3,a,,yellow,,,,,,6,1324.6458094000118,1330.6956296000862,75,EPS,b,stim_75_b_u.jpg,test,1330.6956296000862,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
1,PPS,O,n,n,3,0,3,0,0,4,4,4,a,,yellow,,,,,,6,1333.170371800079,1339.2171363000525,25,PPS,b,stim_25_b_u.jpg,test,1339.2171363000525,None,,,,,F0101,yellow,a,50,2023-09-26_17h39.06.230,Ownership,2023.1.2,59.96925976074086,
