dist,space,own,resp,Midbreak,LoopTask.thisRepN,LoopTask.thisTrialN,LoopTask.thisN,LoopTask.thisIndex,Bloc_1.thisRepN,Bloc_1.thisTrialN,Bloc_1.thisN,Bloc_1.thisIndex,KeyA,KeyB,Owner,Other,key_instruct.started,text_norm_2.started,image.started,picload.started,jitter,Mask_2.started,Mask_2.stopped,pos,space,col,name,trialtype,Stim.started,key_resp.keys,text_2.started,key_resp.started,TextEnd.started,key_instruct_3.started,participant,Owner,KeyA,threshold,date,expName,psychopyVersion,frameRate,
2,BOUND,O,n,n,0,0,0,0,0,50,50,50,b,,blue,,,,,,2,356.88050160000057,358.92205549999926,35,BOUND,y,stim_35_y_u.jpg,test,358.92205549999926,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,PPS,S,n,n,0,0,0,0,0,51,51,51,b,,blue,,,,,,6,361.4090636999972,367.44390249999924,35,PPS,b,stim_35_b_u.jpg,test,367.44390249999924,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,EPS,S,y,n,0,0,0,0,0,52,52,52,b,,blue,,,,,,2,369.93464779999704,371.97361719999753,85,EPS,b,stim_85_b_u.jpg,filler,371.97361719999753,None,374.4609582999983,374.4609582999983,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,PPS,S,n,n,0,0,0,0,0,53,53,53,b,,blue,,,,,,6,375.66320039999846,381.6971111999992,35,PPS,b,stim_35_b_u.jpg,test,381.6971111999992,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,EPS,S,n,n,0,0,0,0,0,54,54,54,b,,blue,,,,,,4,384.18796799999836,388.24097359999723,85,EPS,b,stim_85_b_u.jpg,test,388.24097359999723,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,PPS,O,n,n,0,0,0,0,0,55,55,55,b,,blue,,,,,,4,390.71533519999866,394.7521439999982,35,PPS,y,stim_35_y_u.jpg,test,394.7521439999982,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,BOUND,S,n,n,0,0,0,0,0,56,56,56,b,,blue,,,,,,4,397.24245130000054,401.2800007000005,35,BOUND,b,stim_35_b_u.jpg,test,401.2800007000005,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,EPS,O,n,n,0,0,0,0,0,57,57,57,b,,blue,,,,,,4,403.7696952999977,407.8190684000001,85,EPS,y,stim_85_y_u.jpg,test,407.8190684000001,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,EPS,S,n,n,0,0,0,0,0,58,58,58,b,,blue,,,,,,2,410.29696539999713,412.3472832999978,85,EPS,b,stim_85_b_u.jpg,test,412.3472832999978,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,EPS,S,n,n,0,0,0,0,0,59,59,59,b,,blue,,,,,,2,414.8260642999994,416.8647100999988,85,EPS,b,stim_85_b_u.jpg,test,416.8647100999988,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,PPS,S,n,n,1,0,1,0,0,0,0,0,b,,blue,,,,,,2,419.35516169999755,421.3992961999975,25,PPS,b,stim_25_b_u.jpg,test,421.3992961999975,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,PPS,S,n,n,1,0,1,0,0,1,1,1,b,,blue,,,,,,2,423.88448699999935,425.9234058999973,25,PPS,b,stim_25_b_u.jpg,test,425.9234058999973,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,EPS,O,n,n,1,0,1,0,0,2,2,2,b,,blue,,,,,,2,428.41337799999746,430.4532803999973,75,EPS,y,stim_75_y_u.jpg,test,430.4532803999973,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,PPS,S,n,n,1,0,1,0,0,3,3,3,b,,blue,,,,,,6,432.94242870000016,438.97680949999994,25,PPS,b,stim_25_b_u.jpg,test,438.97680949999994,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,PPS,S,n,n,1,0,1,0,0,4,4,4,b,,blue,,,,,,6,441.46791089999897,447.52264309999737,25,PPS,b,stim_25_b_u.jpg,test,447.52264309999737,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,EPS,O,n,n,1,0,1,0,0,5,5,5,b,,blue,,,,,,2,449.9932552999999,452.03219700000045,75,EPS,y,stim_75_y_u.jpg,test,452.03219700000045,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,EPS,S,n,n,1,0,1,0,0,6,6,6,b,,blue,,,,,,4,454.52225669999825,458.5705108999973,75,EPS,b,stim_75_b_u.jpg,test,458.5705108999973,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
2,BOUND,S,y,n,1,0,1,0,0,7,7,7,b,,blue,,,,,,2,461.049717599999,463.08878899999763,75,BOUND,b,stim_75_b_u.jpg,filler,463.08878899999763,None,465.575829399997,465.575829399997,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
2,PPS,S,n,n,1,0,1,0,0,8,8,8,b,,blue,,,,,,2,466.7777611999991,468.84856579999905,30,PPS,b,stim_30_b_u.jpg,test,468.84856579999905,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,EPS,O,n,n,1,0,1,0,0,9,9,9,b,,blue,,,,,,12,471.30672389999745,483.34457239999756,75,EPS,y,stim_75_y_u.jpg,test,483.34457239999756,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,PPS,O,n,n,1,0,1,0,0,10,10,10,b,,blue,,,,,,4,485.82653260000006,489.8715864000005,25,PPS,y,stim_25_y_u.jpg,test,489.8715864000005,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
3,BOUND,S,n,n,1,0,1,0,0,11,11,11,b,,blue,,,,,,2,492.35348130000057,494.3968982999977,25,BOUND,b,stim_25_b_u.jpg,test,494.3968982999977,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,EPS,O,n,n,1,0,1,0,0,12,12,12,b,,blue,,,,,,2,496.88278889999856,498.91191609999805,75,EPS,y,stim_75_y_u.jpg,test,498.91191609999805,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,EPS,S,n,n,1,0,1,0,0,13,13,13,b,,blue,,,,,,4,501.39509349999935,505.43287359999886,75,EPS,b,stim_75_b_u.jpg,test,505.43287359999886,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,PPS,O,n,n,1,0,1,0,0,14,14,14,b,,blue,,,,,,2,507.9224871999977,509.96350529999836,25,PPS,y,stim_25_y_u.jpg,test,509.96350529999836,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,EPS,S,n,n,1,0,1,0,0,15,15,15,b,,blue,,,,,,6,512.4516212999988,518.4991082999986,75,EPS,b,stim_75_b_u.jpg,test,518.4991082999986,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
2,EPS,O,n,n,1,0,1,0,0,16,16,16,b,,blue,,,,,,2,520.9771182999975,523.0170507999974,80,EPS,y,stim_80_y_u.jpg,test,523.0170507999974,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
1,PPS,O,n,n,1,0,1,0,0,17,17,17,b,,blue,,,,,,4,525.5060317999996,529.547165699998,25,PPS,y,stim_25_y_u.jpg,test,529.547165699998,None,,,,,F0101,blue,b,50,2023-09-28_15h30.58.184,Ownership,2023.1.2,60.05064671484583,
